#TeraSwitch Inc. (AS20326) Self-published IP Geolocation
#This file contains a self-published geofeed as defined in https://datatracker.ietf.org/doc/html/draft-google-self-published-geofeeds-02
#Last update: February 24, 2026
#Contact: noc@teraswitch.com
144.31.158.0/24,DE,DE-HE,Frankfurt,60437
145.79.176.0/21,US,US-NJ,Newark,07102
151.241.65.0/24,GB,GB-LND,London,4LH
151.241.178.0/24,DE,DE-HE,Frankfurt,60437
151.241.208.0/22,DE,DE-HE,Frankfurt,60437
151.243.21.0/24,NL,NL-NH,Amsterdam,1012
151.243.114.0/23,DE,DE-HE,Frankfurt,60437
151.243.244.0/24,US,US-NJ,Newark,07102
151.245.8.0/21,US,US-NJ,Newark,07102
151.245.168.0/21,US,US-NJ,Newark,07102
151.247.132.0/24,SG,SG-01,Singapore,139963
151.247.228.0/22,DE,DE-HE,Frankfurt,60437
154.6.156.0/22,US,US-PA,Pittsburgh,15212
154.6.180.0/22,US,US-PA,Pittsburgh,15212
154.82.16.0/24,US,US-NJ,Newark,07102
154.82.19.0/24,NL,NL-NH,Amsterdam,1012
154.82.193.0/24,GB,GB-LND,London,4LH
154.82.195.0/24,GB,GB-LND,London,4LH
154.83.129.0/24,NL,NL-NH,Amsterdam,1012
154.83.130.0/24,NL,NL-NH,Amsterdam,1012
154.83.132.0/24,NL,NL-NH,Amsterdam,1012
154.83.133.0/24,NL,NL-NH,Amsterdam,1012
154.83.134.0/24,NL,NL-NH,Amsterdam,1012
154.83.138.0/23,NL,NL-NH,Amsterdam,1012
154.83.148.0/24,NL,NL-NH,Amsterdam,1012
154.83.149.0/24,NL,NL-NH,Amsterdam,1012
154.83.152.0/22,NL,NL-NH,Amsterdam,1012
154.83.184.0/23,NL,NL-NH,Amsterdam,1012
154.84.168.0/21,US,US-NJ,Newark,07102
154.84.176.0/21,DE,DE-HE,Frankfurt,60437
154.84.188.0/23,NL,NL-NH,Amsterdam,1012
154.85.28.0/22,NL,NL-NH,Amsterdam,1012
154.85.123.0/24,NL,NL-NH,Amsterdam,1012
154.94.2.0/23,US,US-NJ,Newark,07102
154.94.33.0/24,NL,NL-NH,Amsterdam,1012
154.94.38.0/24,NL,NL-NH,Amsterdam,1012
154.94.41.0/24,NL,NL-NH,Amsterdam,1012
154.94.46.0/24,NL,NL-NH,Amsterdam,1012
154.94.50.0/24,US,US-NJ,Newark,07102
154.94.60.0/24,US,US-NJ,Newark,07102
154.193.128.0/24,DE,DE-HE,Frankfurt,60437
154.193.130.0/24,DE,DE-HE,Frankfurt,60437
154.193.131.0/24,DE,DE-HE,Frankfurt,60437
154.193.132.0/24,DE,DE-HE,Frankfurt,60437
154.193.134.0/23,DE,DE-HE,Frankfurt,60437
154.193.156.0/23,DE,DE-HE,Frankfurt,60437
154.193.160.0/24,DE,DE-HE,Frankfurt,60437
154.193.161.0/24,DE,DE-HE,Frankfurt,60437
154.193.163.0/24,DE,DE-HE,Frankfurt,60437
154.193.164.0/22,DE,DE-HE,Frankfurt,60437
154.193.188.0/22,NL,NL-NH,Amsterdam,1012
154.194.32.0/24,US,US-NJ,Newark,07102
154.194.192.0/23,US,US-NJ,Newark,07102
154.194.206.0/24,US,US-NJ,Newark,07102
154.194.234.0/23,US,US-NJ,Newark,07102
154.197.45.0/24,JP,JP-13,Tokyo,140-0002
154.197.62.0/24,NL,NL-NH,Amsterdam,1012
154.198.12.0/24,US,US-NJ,Newark,07102
154.198.165.0/24,US,US-NJ,Newark,07102
154.198.166.0/23,US,US-NJ,Newark,07102
154.198.176.0/21,IE,IE-D,Dublin,D12
154.202.4.0/24,US,US-NJ,Newark,07102
154.202.75.0/24,US,US-NJ,Newark,07102
154.202.160.0/19,DE,DE-HE,Frankfurt,60437
154.222.32.0/22,NL,NL-NH,Amsterdam,1012
154.222.68.0/22,DE,DE-HE,Frankfurt,60437
154.222.112.0/22,DE,DE-HE,Frankfurt,60437
154.222.118.0/23,DE,DE-HE,Frankfurt,60437
154.222.120.0/21,DE,DE-HE,Frankfurt,60437
154.222.152.0/21,NL,NL-NH,Amsterdam,1012
155.117.158.0/23,IE,IE-D,Dublin,D12
155.117.178.0/23,IE,IE-D,Dublin,D12
156.229.26.0/24,US,US-NJ,Newark,07102
156.229.48.0/24,US,US-NJ,Newark,07102
156.229.60.0/24,US,US-NJ,Newark,07102
156.229.228.0/23,US,US-NJ,Newark,07102
156.229.230.0/23,US,US-NJ,Newark,07102
156.229.232.0/22,US,US-NJ,Newark,07102
156.229.248.0/22,US,US-NJ,Newark,07102
156.229.252.0/23,US,US-NJ,Newark,07102
156.233.10.0/23,US,US-NJ,Newark,07102
156.233.54.0/24,US,US-NJ,Newark,07102
156.233.69.0/24,US,US-NJ,Newark,07102
156.233.70.0/24,US,US-NJ,Newark,07102
156.233.88.0/21,IE,IE-D,Dublin,D12
156.233.102.0/24,US,US-NJ,Newark,07102
156.243.146.0/23,US,US-NJ,Newark,07102
156.243.148.0/23,US,US-NJ,Newark,07102
156.246.30.0/24,DE,DE-HE,Frankfurt,60437
166.88.237.0/24,DE,DE-HE,Frankfurt,60437
167.148.80.0/21,US,US-NJ,Newark,07102
167.148.198.0/24,DE,DE-HE,Frankfurt,60437
167.148.204.0/24,US,US-UT,Bluffdale,84065
167.148.207.0/24,US,US-NJ,Newark,07102
167.148.210.0/24,JP,JP-13,Tokyo,140-0002
168.222.32.0/20,DE,DE-HE,Frankfurt,60437
168.222.80.0/20,NL,NL-NH,Amsterdam,1012
168.222.116.0/22,DE,DE-HE,Frankfurt,60437
169.40.80.0/20,NL,NL-NH,Amsterdam,1012
169.40.208.0/20,DE,DE-HE,Frankfurt,60437
169.40.224.0/20,NL,NL-NH,Amsterdam,1012
178.95.32.0/20,NL,NL-NH,Amsterdam,1012
193.109.196.0/24,DE,DE-HE,Frankfurt,60437
194.31.140.0/24,NL,NL-NH,Amsterdam,1012
194.231.128.0/22,IE,IE-D,Dublin,D12
198.13.129.0/24,US,US-CA,Los Angeles,90012
198.13.130.0/23,SG,SG-01,Singapore,139963
198.13.132.0/24,US,US-UT,Bluffdale,84065
198.13.133.0/24,JP,JP-13,Tokyo,140-0002
198.13.134.0/23,NL,NL-NH,Amsterdam,1012
198.13.136.0/24,US,US-NJ,Newark,07102
198.13.137.0/24,DE,DE-HE,Frankfurt,60437
198.13.138.0/23,DE,DE-HE,Frankfurt,60437
198.13.140.0/23,DE,DE-HE,Frankfurt,60437
198.13.142.0/24,IE,IE-D,Dublin,D12
198.13.143.0/24,US,US-WA,Seattle,98121
202.8.8.0/24,NL,NL-NH,Amsterdam,1012
202.8.9.0/24,JP,JP-13,Tokyo,140-0002
202.8.10.0/24,IE,IE-D,Dublin,D12
202.8.11.0/24,SG,SG-01,Singapore,139963
204.16.240.0/24,US,US-PA,Pittsburgh,15212
204.16.246.0/24,US,US-PA,Pittsburgh,15212
204.16.247.0/24,US,US-PA,Pittsburgh,15212
205.186.88.0/22,DE,DE-HE,Frankfurt,60437
207.90.224.0/24,JP,JP-13,Tokyo,140-0002
207.90.225.0/24,NL,NL-NH,Amsterdam,1012
207.90.226.0/24,DE,DE-HE,Frankfurt,60437
207.90.227.0/24,US,US-NJ,Newark,07102
208.91.104.0/24,CA,CA-BC,Vancouver,V5M-2H1
208.91.105.0/24,US,US-VA,Ashburn,20147
208.91.106.0/24,DE,DE-HE,Frankfurt,60437
208.91.107.0/24,JP,JP-13,Tokyo,140-0002
208.91.109.0/24,JP,JP-13,Tokyo,140-0002
208.91.110.0/24,US,US-NJ,Newark,07102
208.91.111.0/24,US,US-PA,Pittsburgh,15212
208.91.111.0/25,US,US-PA,Pittsburgh,15212
209.68.0.0/18,US,US-PA,Pittsburgh,15212
209.68.44.0/22,US,US-PA,Pittsburgh,15212
209.236.200.0/22,DE,DE-HE,Frankfurt,60437
212.134.180.0/22,DE,DE-HE,Frankfurt,60437
212.134.184.0/22,DE,DE-HE,Frankfurt,60437
212.134.192.0/22,DE,DE-HE,Frankfurt,60437
212.134.200.0/22,DE,DE-HE,Frankfurt,60437
216.25.64.0/24,US,US-NJ,Newark,07102
216.25.65.0/24,US,US-UT,Bluffdale,84065
216.25.66.0/24,GB,GB-LND,London,4LH
216.92.0.0/16,US,US-PA,Pittsburgh,15212
216.170.96.0/22,NL,NL-NH,Amsterdam,1012
217.216.224.0/20,NL,NL-NH,Amsterdam,1012
217.216.240.0/20,DE,DE-HE,Frankfurt,60437
217.217.40.0/21,US,US-NJ,Newark,07102
217.217.80.0/20,NL,NL-NH,Amsterdam,1012
217.217.96.0/21,US,US-NJ,Newark,07102
217.217.104.0/21,US,US-NJ,Newark,07102
217.217.224.0/21,NL,NL-NH,Amsterdam,1012
217.217.232.0/21,DE,DE-HE,Frankfurt,60437
2607:f440::/32,US,US-PA,Pittsburgh,15212
2607:fdc0:40::/42,US,US-CA,Los Angeles,90012
2607:fdc0:80::/42,NL,NL-NH,Amsterdam,1012
2607:fdc0:100::/42,SG,SG-01,Singapore,139963
2607:fdc0:140::/42,HK,,Hong Kong,
2607:fdc0:180::/42,KR,KR-11,Seoul,
2607:fdc0:1c0::/42,GB,GB-LND,London,4LH
2607:fdc0:200::/42,IE,IE-D,Dublin,D12
2607:fdc0:280::/42,US,US-NJ,Newark,07102
2607:fdc0:2c0::/42,US,US-TX,Dallas,75207
2607:fdc0:300::/42,JP,JP-13,Tokyo,140-0002
2607:fdc0:340::/42,CA,CA-BC,Vancouver,V5M-2H1
2607:fdc0:400::/42,DE,DE-HE,Frankfurt,60437
2607:fdc0:440::/42,US,US-PA,Pittsburgh,15212
2607:fdc0:480::/42,US,US-PA,Pittsburgh,15212
2607:fdc0:4c0::/42,US,US-VA,Ashburn,20147
2607:fdc0:500::/42,DE,DE-HE,Frankfurt,60437
2607:fdc0:540::/42,US,US-NJ,Newark,07102
2607:fdc0:580::/42,US,US-UT,Bluffdale,84065
2607:fdc0:5c0::/42,NL,NL-NH,Amsterdam,1012
2607:fdc0:780::/42,JP,JP-13,Tokyo,140-0002
2607:fdc0:7c0::/42,NL,NL-NH,Amsterdam,1012
2607:fdc0:800::/42,NL,NL-NH,Amsterdam,1012
2607:fdc0:840::/42,IE,IE-D,Dublin,D12
2607:fdc0:880::/42,DE,DE-HE,Frankfurt,60437
2607:fdc0:8c0::/42,SG,SG-01,Singapore,139963
2607:fdc0:900::/42,JP,JP-13,Tokyo,135-0061
2a04:ff00:840::/44,JP,JP-13,Tokyo,140-0002
2a04:ff00:860::/44,NL,NL-NH,Amsterdam,1012
